"These are the fields that Telarus, our main distributor, uses to report by vendor.  We will need to create templates to match our fields to theirs.  We will display different field ""label names"" on these fields for our own understanding.",,,,,,,,
The fields in 7-10 are common fields that all templates will use.  ,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Template Map Name,Origin,CompanyName,templateId,commissionType,fieldId,Telarus CommonFields,New Commissable Field Label,
Telarus-Crown Castle CAD,Telarus,Crown Castle CAD,1652,Residual,223,Location,Vendor - Location  ID,
Telarus-DataBank,Telarus,DataBank,1873,Residual,223,Location,Vendor - Location  ID,
Telarus-For2Fi,Telarus,For2Fi,2388,Residual,223,Location,Vendor - Location  ID,
Telarus-MetTel,Telarus,MetTel,2533,Residual,223,Location,Vendor - Location  ID,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,223,Location,Vendor - Location  ID,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,199,Location Id,Vendor - Location  ID,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,199,Location Id,Vendor - Location  ID,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,223,Location,Vendor - Location  ID,
Telarus-Vigilant,Telarus,Vigilant,1988,Residual,223,Location,Vendor - Location  ID,
Telarus-BullsEye,Telarus,BullsEye,2235,Residual,245,Location POTs Count,Location POTs Count,
Telarus-BullsEye,Telarus,BullsEye,2235,Residual,248,Location Start Date,Location Start Date,
Telarus-Breezeline,Telarus,Breezeline,2064,Residual,517,Market,Market,
Telarus-Cox Communications,Telarus,Cox Communications,2570,Residual,517,Market,Market,
Telarus-Brightspeed,Telarus,Brightspeed,2430,Residual,241,MID,MID,
Telarus-Lumen,Telarus,Lumen,2427,Residual,241,MID,MID,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,372,Month Spiff Paid,Month Spiff Paid,
Telarus-Cisco,Telarus,Cisco,2578,Residual,78,Months Behind on Billing,Months Behind on Billing,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,78,Months Behind on Billing,Months Behind on Billing,
Telarus-Dizzion,Telarus,Dizzion,1582,Residual,210,Months Commission Paid,Months Commission Paid,
Telarus-Otava,Telarus,Otava,2363,Residual,210,Months Commission Paid,Months Commission Paid,
Telarus-TeligentIP,Telarus,TeligentIP,2527,Residual,210,Months Commission Paid,Months Commission Paid,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,80,Months Payable this cycle,Months Payable this cycle,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,408,Move/Transfer,Move/Transfer,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,16,Note,Notes,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,16,Note,Notes,
Telarus-APx Net,Telarus,APx Net,2555,Residual,16,Note,Notes,
Telarus-Arelion,Telarus,Arelion,1746,Residual,16,Note,Notes,
Telarus-Arelion UK,Telarus,Arelion UK,2028,Residual,16,Note,Notes,
Telarus-Avaya UK,Telarus,Avaya UK,2456,Residual,16,Note,Notes,
Telarus-Breezeline,Telarus,Breezeline,2064,Residual,16,Note,Notes,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,16,Note,Notes,
Telarus-Cisco,Telarus,Cisco,2578,Residual,16,Note,Notes,
Telarus-Comm-Core,Telarus,Comm-Core,2566,Residual,16,Note,Notes,
Telarus-Consolidated Communications,Telarus,Consolidated Communications,2542,Residual,16,Note,Notes,
Telarus-Coresite,Telarus,Coresite,2466,Residual,16,Note,Notes,
Telarus-Crown Castle,Telarus,Crown Castle,1565,Residual,16,Note,Notes,
Telarus-Crown Castle,Telarus,Crown Castle,1869,Residual,16,Note,Notes,
Telarus-Crown Castle CAD,Telarus,Crown Castle CAD,1652,Residual,16,Note,Notes,
Telarus-Cyxtera,Telarus,Cyxtera,1810,Residual,16,Note,Notes,
Telarus-Dialpad,Telarus,Dialpad,2489,Residual,16,Note,Notes,
Telarus-Dialpad ANZ,Telarus,Dialpad ANZ,2486,Residual,16,Note,Notes,
Telarus-Dialpad CAD,Telarus,Dialpad CAD,2487,Residual,16,Note,Notes,
Telarus-Dialpad UK,Telarus,Dialpad UK,2488,Residual,16,Note,Notes,
Telarus-Digital Realty,Telarus,Digital Realty,1654,Residual,16,Note,Notes,
Telarus-Digital Realty,Telarus,Digital Realty,2185,Residual,16,Note,Notes,
Telarus-Effortless Office,Telarus,Effortless Office,2394,Residual,16,Note,Notes,
Telarus-Genesys,Telarus,Genesys,2194,Residual,16,Note,Notes,
Telarus-InflowCX,Telarus,InflowCX,2380,Residual,16,Note,Notes,
Telarus-InflowCX,Telarus,InflowCX,2418,Residual,16,Note,Notes,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,16,Note,Notes,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,16,Note,Notes,
Telarus-Logically,Telarus,Logically,2591,Residual,16,Note,Notes,
Telarus-Logix,Telarus,Logix,1614,Residual,16,Note,Notes,
Telarus-MetTel,Telarus,MetTel,2533,Residual,16,Note,Notes,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,16,Note,Notes,
Telarus-Momentum Telecom,Telarus,Momentum Telecom,2135,Residual,16,Note,Notes,
Telarus-Momentum Telecom,Telarus,Momentum Telecom,2523,Residual,16,Note,Notes,
Telarus-Mosaic Networks,Telarus,Mosaic Networks,2463,Residual,16,Note,Notes,
Telarus-Natural Wireless,Telarus,Natural Wireless,2376,Residual,16,Note,Notes,
Telarus-Ntegrated,Telarus,Ntegrated,2567,Residual,16,Note,Notes,
Telarus-Ntirety,Telarus,Ntirety,1818,Residual,16,Note,Notes,
Telarus-NTT Cloud Communications,Telarus,NTT Cloud Communications,2561,Residual,16,Note,Notes,
Telarus-One Ring Networks,Telarus,One Ring Networks,2370,Residual,16,Note,Notes,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,16,Note,Notes,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,16,Note,Notes,
Telarus-Optimum Business,Telarus,Optimum Business,1609,Residual,16,Note,Notes,
Telarus-Optimum Business,Telarus,Optimum Business,2371,Residual,16,Note,Notes,
Telarus-Optimum Business,Telarus,Optimum Business,2497,Residual,16,Note,Notes,
Telarus-Peerless Network Infobip,Telarus,Peerless Network Infobip,2531,Residual,16,Note,Notes,
Telarus-Pilot Fiber,Telarus,Pilot Fiber,2503,Residual,16,Note,Notes,
Telarus-Quest Technology Management,Telarus,Quest Technology Management,2070,Residual,16,Note,Notes,
Telarus-Rackspace Technology,Telarus,Rackspace Technology,1669,Residual,16,Note,Notes,
Telarus-RapidScale,Telarus,RapidScale,2446,Residual,16,Note,Notes,
Telarus-RSI,Telarus,RSI,2438,Residual,16,Note,Notes,
Telarus-Sharpen,Telarus,Sharpen,2465,Residual,16,Note,Notes,
Telarus-SmartAction,Telarus,SmartAction,2373,Residual,16,Note,Notes,
Telarus-Splice Communications,Telarus,Splice Communications,1737,Residual,16,Note,Notes,
Telarus-Synoptek,Telarus,Synoptek,1951,Residual,16,Note,Notes,
Telarus-TPx,Telarus,TPx,2529,Residual,16,Note,Notes,
Telarus-WiLine,Telarus,WiLine,1956,Residual,16,Note,Notes,
Telarus-WOW Business,Telarus,WOW Business,2210,Residual,16,Note,Notes,
Telarus-Zayo,Telarus,Zayo,2440,Residual,16,Note,Notes,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,16,Note,Notes,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,16,Note,Notes,
Telarus-AT&T,Telarus,AT&T,1996,Residual,470,NSR,NSR,
Telarus-Fusion Connect,Telarus,Fusion Connect,2536,Residual,413,OnNet,OnNet,
Telarus-Wireless Watchdogs,Telarus,Wireless Watchdogs,2166,Residual,345,PO Number,Distributor - Order ID,
Telarus-Optimum Business,Telarus,Optimum Business,1609,Residual,510,House Id,House - Order ID,Order ID - House
Telarus-Optimum Business,Telarus,Optimum Business,2371,Residual,510,House Id,House - Order ID,Order ID - House
Telarus-Optimum Business,Telarus,Optimum Business,2500,Residual,510,House Id,House - Order ID,Order ID - House
Telarus-0.465972222222222,Telarus,11:11,1700,Residual,88,Contract Id,Vendor - Order ID,
Telarus-0.465972222222222,Telarus,11:11,1962,Residual,88,Contract Id,Vendor - Order ID,
Telarus-0.465972222222222,Telarus,11:11,1700,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-0.465972222222222,Telarus,11:11,1962,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-11:11 ANZ,Telarus,11:11 ANZ,2312,Residual,88,Contract Id,Vendor - Order ID,
Telarus-11:11 ANZ,Telarus,11:11 ANZ,2312,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-11:11 CAD,Telarus,11:11 CAD,2014,Residual,88,Contract Id,Vendor - Order ID,
Telarus-11:11 CAD,Telarus,11:11 CAD,2014,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-11:11 UK,Telarus,11:11 UK,1903,Residual,88,Contract Id,Vendor - Order ID,
Telarus-11:11 UK,Telarus,11:11 UK,1903,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-8x8,Telarus,8x8,1937,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-8x8,Telarus,8x8,1937,Residual,5,Order Id,Vendor - Order ID,
Telarus-8x8,Telarus,8x8,1937,Residual,19,Service Id,Vendor - Order ID,
Telarus-8x8 ANZ,Telarus,8x8 ANZ,1584,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-8x8 ANZ,Telarus,8x8 ANZ,1584,Residual,5,Order Id,Vendor - Order ID,
Telarus-8x8 ANZ,Telarus,8x8 ANZ,1584,Residual,19,Service Id,Vendor - Order ID,
Telarus-8x8 CAD,Telarus,8x8 CAD,2205,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-8x8 CAD,Telarus,8x8 CAD,2205,Residual,5,Order Id,Vendor - Order ID,
Telarus-8x8 CAD,Telarus,8x8 CAD,2205,Residual,19,Service Id,Vendor - Order ID,
Telarus-Arelion,Telarus,Arelion,1746,Residual,19,Service Id,Vendor - Order ID,
Telarus-Arelion UK,Telarus,Arelion UK,2028,Residual,19,Service Id,Vendor - Order ID,
Telarus-AT&T,Telarus,AT&T,1996,Residual,5,Order Id,Vendor - Order ID,
Telarus-Cisco,Telarus,Cisco,2578,Residual,204,Supplier Order Id,Vendor - Order ID,
Telarus-Command Link,Telarus,Command Link,1688,Residual,19,Service Id,Vendor - Order ID,
Telarus-Consolidated Communications,Telarus,Consolidated Communications,2542,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-Consolidated Communications,Telarus,Consolidated Communications,2542,Residual,501,Opportunity Name,Vendor - Order ID,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,88,Contract Id,Vendor - Order ID,
Telarus-GTT,Telarus,GTT,2448,Residual,19,Service Id,Vendor - Order ID,
Telarus-GTT CAD,Telarus,GTT CAD,2447,Residual,19,Service Id,Vendor - Order ID,
Telarus-InflowCX,Telarus,InflowCX,2380,Residual,527,Order Number,Vendor - Order ID,
Telarus-InflowCX,Telarus,InflowCX,2418,Residual,527,Order Number,Vendor - Order ID,
Telarus-Level AI,Telarus,Level AI,2141,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-Level AI,Telarus,Level AI,2141,Residual,501,Opportunity Name,Vendor - Order ID,
Telarus-Lingo,Telarus,Lingo,2230,Residual,19,Service Id,Vendor - Order ID,
Telarus-Nextiva CAD,Telarus,Nextiva CAD,1541,Residual,5,Order Id,Vendor - Order ID,
Telarus-Powernet,Telarus,Powernet,2047,Residual,19,Service Id,Vendor - Order ID,
Telarus-Rackspace Technology,Telarus,Rackspace Technology,1669,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-Synoptek,Telarus,Synoptek,1951,Residual,501,Opportunity Name,Vendor - Order ID,
Telarus-TouchTone,Telarus,TouchTone,2133,Residual,19,Service Id,Vendor - Order ID,
Telarus-TPx,Telarus,TPx,2529,Residual,88,Contract Id,Vendor - Order ID,
Telarus-ujet.cx,Telarus,ujet.cx,2557,Residual,527,Order Number,Vendor - Order ID,
Telarus-Veracity (FirstDigital),Telarus,Veracity (FirstDigital),2510,Residual,204,Supplier Order Id,Vendor - Order ID,
Telarus-Wireless Watchdogs,Telarus,Wireless Watchdogs,2166,Residual,204,Supplier Order Id,Vendor - Order ID,
Telarus-WOW Business,Telarus,WOW Business,2210,Residual,23,Opportunity Id,Vendor - Order ID,
Telarus-Nextiva,Telarus,Nextiva,2256,Residual,51,Order Type,Order Type,
Telarus-Nextiva CAD,Telarus,Nextiva CAD,1541,Residual,51,Order Type,Order Type,
Telarus-Sangoma,Telarus,Sangoma,2505,Residual,51,Order Type,Order Type,
Telarus-TPx,Telarus,TPx,2529,Residual,51,Order Type,Order Type,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,51,Order Type,Order Type,
Telarus-Kinetic Business,Telarus,Kinetic Business,2551,Residual,174,Original Eff Date,Original Eff Date,
Telarus-Windstream Enterprise,Telarus,Windstream Enterprise,1690,Residual,174,Original Eff Date,Original Eff Date,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,161,Outstanding Balance,Outstanding Balance,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,161,Outstanding Balance,Outstanding Balance,
Telarus-Logix,Telarus,Logix,1614,Residual,161,Outstanding Balance,Outstanding Balance,
Telarus-Zayo,Telarus,Zayo,2440,Residual,161,Outstanding Balance,Outstanding Balance,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,161,Outstanding Balance,Outstanding Balance,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,161,Outstanding Balance,Outstanding Balance,
Telarus-G12 Communications,Telarus,G12 Communications,2378,Residual,189,Package,Package,
Telarus-Granite,Telarus,Granite,2415,Residual,189,Package,Package,
Telarus-Granite,Telarus,Granite,2416,Residual,189,Package,Package,
Telarus-Broadvoice,Telarus,Broadvoice,1657,Residual,219,Paid in Full,Paid in Full,
Telarus-Broadvoice,Telarus,Broadvoice,1747,NULL,219,Paid in Full,Paid in Full,
Telarus-FiberLight,Telarus,FiberLight,2525,Residual,219,Paid in Full,Paid in Full,
Telarus-Ntirety,Telarus,Ntirety,1818,Residual,219,Paid in Full,Paid in Full,
Telarus-GHA Technologies,Telarus,GHA Technologies,2543,Residual,155,Paid in Full Date,Paid in Full Date,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,104,Parent Id,Parent Id,
Telarus-BullsEye,Telarus,BullsEye,2235,Residual,104,Parent Id,Parent Id,
Telarus-Cisco,Telarus,Cisco,2578,Residual,104,Parent Id,Parent Id,
Telarus-Spectrotel,Telarus,Spectrotel,1863,Residual,104,Parent Id,Parent Id,
Telarus-Telesystem,Telarus,Telesystem,2019,Residual,104,Parent Id,Parent Id,
Telarus-Cisco,Telarus,Cisco,2578,Residual,330,Parent Name,Parent Name,
Telarus-Sky Data Vault,Telarus,Sky Data Vault,2537,Residual,330,Parent Name,Parent Name,
Telarus-Spectrotel,Telarus,Spectrotel,1863,Residual,330,Parent Name,Parent Name,
Telarus-Telesystem,Telarus,Telesystem,2019,Residual,330,Parent Name,Parent Name,
Telarus-8x8,Telarus,8x8,1937,Residual,22,Product Id,Vendor - Part Number,
Telarus-8x8 ANZ,Telarus,8x8 ANZ,1584,Residual,22,Product Id,Vendor - Part Number,
Telarus-8x8 CAD,Telarus,8x8 CAD,2205,Residual,22,Product Id,Vendor - Part Number,
Telarus-ACC Business,Telarus,ACC Business,2364,Residual,48,Product Code,Vendor - Part Number,
Telarus-Advantix,Telarus,Advantix,2492,Residual,22,Product Id,Vendor - Part Number,
Telarus-AT&T,Telarus,AT&T,1996,Residual,22,Product Id,Vendor - Part Number,
Telarus-Cisco,Telarus,Cisco,2578,Residual,48,Product Code,Vendor - Part Number,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,48,Product Code,Vendor - Part Number,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,48,Product Code,Vendor - Part Number,
Telarus-Frontier,Telarus,Frontier,2453,Residual,22,Product Id,Vendor - Part Number,
Telarus-Kinetic Business,Telarus,Kinetic Business,2551,Residual,48,Product Code,Vendor - Part Number,
Telarus-MetTel,Telarus,MetTel,2533,Residual,48,Product Code,Vendor - Part Number,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,48,Product Code,Vendor - Part Number,
Telarus-Ntegrated,Telarus,Ntegrated,2567,Residual,48,Product Code,Vendor - Part Number,
Telarus-Ntegrated,Telarus,Ntegrated,2568,NULL,48,Product Code,Vendor - Part Number,
Telarus-Peerless Network Infobip,Telarus,Peerless Network Infobip,2531,Residual,48,Product Code,Vendor - Part Number,
Telarus-Source Inc,Telarus,Source Inc,1992,Residual,22,Product Id,Vendor - Part Number,
Telarus-Tierpoint Data Centers,Telarus,Tierpoint Data Centers,1708,Residual,22,Product Id,Vendor - Part Number,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,48,Product Code,Vendor - Part Number,
Telarus-Viasat,Telarus,Viasat,2546,Residual,22,Product Id,Vendor - Part Number,
Telarus-Vonage ANZ,Telarus,Vonage ANZ,2385,Residual,48,Product Code,Vendor - Part Number,
Telarus-Vonage CAD,Telarus,Vonage CAD,2550,Residual,48,Product Code,Vendor - Part Number,
Telarus-Vonage UK,Telarus,Vonage UK,1981,Residual,48,Product Code,Vendor - Part Number,
Telarus-Windstream Enterprise,Telarus,Windstream Enterprise,1690,Residual,48,Product Code,Vendor - Part Number,
Telarus-Wireless Watchdogs,Telarus,Wireless Watchdogs,2166,Residual,22,Product Id,Vendor - Part Number,
Telarus-Ziply,Telarus,Ziply,2049,Residual,22,Product Id,Vendor - Part Number,
Telarus-Ntirety,Telarus,Ntirety,1818,Residual,605,Partner Account,Partner Account,
Telarus-0.465972222222222,Telarus,11:11,1700,Residual,560,Partner Agreement,Partner Agreement,
Telarus-0.465972222222222,Telarus,11:11,1962,Residual,560,Partner Agreement,Partner Agreement,
Telarus-11:11 ANZ,Telarus,11:11 ANZ,2312,Residual,560,Partner Agreement,Partner Agreement,
Telarus-11:11 CAD,Telarus,11:11 CAD,2014,Residual,560,Partner Agreement,Partner Agreement,
Telarus-11:11 UK,Telarus,11:11 UK,1903,Residual,560,Partner Agreement,Partner Agreement,
Telarus-RingCentral,Telarus,RingCentral,2115,Residual,184,Partner Tracking Id,Partner Tracking Id,
Telarus-RingCentral ANZ,Telarus,RingCentral ANZ,1644,Residual,184,Partner Tracking Id,Partner Tracking Id,
Telarus-RingCentral CAD,Telarus,RingCentral CAD,1559,Residual,184,Partner Tracking Id,Partner Tracking Id,
Telarus-Ringcentral EURO,Telarus,Ringcentral EURO,2564,Residual,184,Partner Tracking Id,Partner Tracking Id,
Telarus-RingCentral UK,Telarus,RingCentral UK,1638,Residual,184,Partner Tracking Id,Partner Tracking Id,
Telarus-TeligentIP,Telarus,TeligentIP,2527,Residual,184,Partner Tracking Id,Partner Tracking Id,
Telarus-Ntirety,Telarus,Ntirety,1818,Residual,600,Partner Type,Partner Type,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,167,Past Due Amt,Past Due Amt,
Telarus-Cisco,Telarus,Cisco,2578,Residual,167,Past Due Amt,Past Due Amt,
Telarus-Arelion,Telarus,Arelion,1746,Residual,431,Payment Currency,Payment Currency,
Telarus-Arelion UK,Telarus,Arelion UK,2028,Residual,431,Payment Currency,Payment Currency,
Telarus-Cyxtera,Telarus,Cyxtera,1810,Residual,431,Payment Currency,Payment Currency,
Telarus-Dialpad,Telarus,Dialpad,2489,Residual,431,Payment Currency,Payment Currency,
Telarus-Dialpad ANZ,Telarus,Dialpad ANZ,2486,Residual,431,Payment Currency,Payment Currency,
Telarus-Dialpad CAD,Telarus,Dialpad CAD,2487,Residual,431,Payment Currency,Payment Currency,
Telarus-Dialpad UK,Telarus,Dialpad UK,2488,Residual,431,Payment Currency,Payment Currency,
Telarus-Advantix,Telarus,Advantix,2492,Residual,35,Payment Date,Payment Date,
Telarus-APx Net,Telarus,APx Net,2555,Residual,35,Payment Date,Payment Date,
Telarus-Bigleaf,Telarus,Bigleaf,2397,Residual,35,Payment Date,Payment Date,
Telarus-Broadvoice,Telarus,Broadvoice,1657,Residual,35,Payment Date,Payment Date,
Telarus-Broadvoice,Telarus,Broadvoice,1747,NULL,35,Payment Date,Payment Date,
Telarus-Effortless Office,Telarus,Effortless Office,2394,Residual,35,Payment Date,Payment Date,
Telarus-eSentire,Telarus,eSentire,2480,Residual,35,Payment Date,Payment Date,
Telarus-eSentire,Telarus,eSentire,2491,Residual,35,Payment Date,Payment Date,
Telarus-Esentire ANZ,Telarus,Esentire ANZ,2481,Residual,35,Payment Date,Payment Date,
Telarus-eSentire CAD,Telarus,eSentire CAD,2490,Residual,35,Payment Date,Payment Date,
Telarus-Genesys,Telarus,Genesys,2194,Residual,35,Payment Date,Payment Date,
Telarus-GeoLinks,Telarus,GeoLinks,1567,Residual,35,Payment Date,Payment Date,
Telarus-GTT,Telarus,GTT,2448,Residual,35,Payment Date,Payment Date,
Telarus-GTT CAD,Telarus,GTT CAD,2447,Residual,35,Payment Date,Payment Date,
Telarus-InflowCX,Telarus,InflowCX,2380,Residual,35,Payment Date,Payment Date,
Telarus-InflowCX,Telarus,InflowCX,2418,Residual,35,Payment Date,Payment Date,
Telarus-IntelePeer,Telarus,IntelePeer,1724,Residual,35,Payment Date,Payment Date,
Telarus-Lunavi,Telarus,Lunavi,2562,Residual,35,Payment Date,Payment Date,
Telarus-NuWave Communications,Telarus,NuWave Communications,2272,Residual,35,Payment Date,Payment Date,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,35,Payment Date,Payment Date,
Telarus-RapidScale,Telarus,RapidScale,2446,Residual,35,Payment Date,Payment Date,
Telarus-RingCentral,Telarus,RingCentral,2115,Residual,35,Payment Date,Payment Date,
Telarus-RingCentral ANZ,Telarus,RingCentral ANZ,1644,Residual,35,Payment Date,Payment Date,
Telarus-RingCentral CAD,Telarus,RingCentral CAD,1559,Residual,35,Payment Date,Payment Date,
Telarus-Ringcentral EURO,Telarus,Ringcentral EURO,2564,Residual,35,Payment Date,Payment Date,
Telarus-SmartAction,Telarus,SmartAction,2373,Residual,35,Payment Date,Payment Date,
Telarus-Vigilant,Telarus,Vigilant,1988,Residual,35,Payment Date,Payment Date,
Telarus-Wireless Watchdogs,Telarus,Wireless Watchdogs,2166,Residual,35,Payment Date,Payment Date,
Telarus-AireSpring,Telarus,AireSpring,2368,Residual,133,Payment Description,Payment Description,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,133,Payment Description,Payment Description,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,133,Payment Description,Payment Description,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,268,Payment Number,Payment Number,
Telarus-Avaya,Telarus,Avaya,2560,Residual,524,Payment Status,Payment Status,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,524,Payment Status,Payment Status,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,524,Payment Status,Payment Status,
Telarus-Avaya UK,Telarus,Avaya UK,2456,Residual,524,Payment Status,Payment Status,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,262,PDP,PDP,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,271,PDP 2,PDP 2,
Telarus-Brightspeed,Telarus,Brightspeed,2430,Residual,402,Performance Period,Performance Period,
Telarus-Lumen,Telarus,Lumen,2427,Residual,402,Performance Period,Performance Period,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,173,Phone Number,Phone Number,
Telarus-CBTS,Telarus,CBTS,2483,Residual,173,Phone Number,Phone Number,
Telarus-Fusion Connect,Telarus,Fusion Connect,2536,Residual,173,Phone Number,Phone Number,
Telarus-Kinetic Business,Telarus,Kinetic Business,2551,Residual,173,Phone Number,Phone Number,
Telarus-Windstream Enterprise,Telarus,Windstream Enterprise,1690,Residual,173,Phone Number,Phone Number,
Telarus-NTT Cloud Communications,Telarus,NTT Cloud Communications,2561,Residual,41,Placct,Placct,
Telarus-Pilot Fiber,Telarus,Pilot Fiber,2503,Residual,53,Plan,Plan,
Telarus-Powernet,Telarus,Powernet,2047,Residual,53,Plan,Plan,
Telarus-Brightspeed,Telarus,Brightspeed,2430,Residual,403,Plan Component Name,Plan Component Name,
Telarus-Lumen,Telarus,Lumen,2427,Residual,403,Plan Component Name,Plan Component Name,
Telarus-Nextiva,Telarus,Nextiva,2256,Residual,436,Plan Type,Plan Type,
Telarus-Nextiva CAD,Telarus,Nextiva CAD,1541,Residual,436,Plan Type,Plan Type,
Telarus-Granite,Telarus,Granite,2415,Residual,188,Premier Account,Premier Account,
Telarus-Granite,Telarus,Granite,2416,Residual,188,Premier Account,Premier Account,
Telarus-Optimum Business,Telarus,Optimum Business,1609,Residual,511,Previous Revenue,Previous Revenue,
Telarus-Optimum Business,Telarus,Optimum Business,2497,Residual,511,Previous Revenue,Previous Revenue,
Telarus-Dizzion,Telarus,Dizzion,1582,Residual,314,One Time Fee,Price Each,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,575,USD Item Rate,Price Each,
Telarus-RSI,Telarus,RSI,2438,Residual,314,One Time Fee,Price Each,
Telarus-Broadvoice,Telarus,Broadvoice,1657,Residual,477,Install Commission,Price Per,
Telarus-Broadvoice,Telarus,Broadvoice,1747,NULL,477,Install Commission,Price Per,
Telarus-Broadvoice,Telarus,Broadvoice,1657,Residual,197,Install Fee,Price Per,
Telarus-Broadvoice,Telarus,Broadvoice,1747,NULL,197,Install Fee,Price Per,
Telarus-Shaw / Rogers West,Telarus,Shaw / Rogers West,2016,Residual,197,Install Fee,Price Per,
Telarus-Shaw CAD,Telarus,Shaw CAD,2253,Residual,197,Install Fee,Price Per,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,300,Prior Month Commission,Prior Month Commission,
Telarus-Telesystem,Telarus,Telesystem,2019,Residual,313,Prior Payment,Prior Payment,
Telarus-NuWave Communications,Telarus,NuWave Communications,2272,Residual,466,Prior Payment Date,Prior Payment Date,
Telarus-360 SOC,Telarus,360 SOC,2472,Residual,590,Product Detail,Vendor - Product Description,
Telarus-Balto,Telarus,Balto,2514,Residual,590,Product Detail,Vendor - Product Description,
Telarus-Brightspeed,Telarus,Brightspeed,2430,Residual,590,Product Detail,Vendor - Product Description,
Telarus-Colt,Telarus,Colt,2485,Residual,549,Description,Vendor - Product Description,
Telarus-Convergia,Telarus,Convergia,2457,Residual,549,Description,Vendor - Product Description,
Telarus-Convergia CAD,Telarus,Convergia CAD,2458,Residual,549,Description,Vendor - Product Description,
Telarus-DataBank,Telarus,DataBank,1873,Residual,549,Description,Vendor - Product Description,
Telarus-Dobson Fiber,Telarus,Dobson Fiber,2431,Residual,590,Product Detail,Vendor - Product Description,
Telarus-Expereo,Telarus,Expereo,2571,Residual,549,Description,Vendor - Product Description,
Telarus-Global Access Networks,Telarus,Global Access Networks,2417,Residual,590,Product Detail,Vendor - Product Description,
Telarus-Intrado,Telarus,Intrado,2233,Residual,549,Description,Vendor - Product Description,
Telarus-Level AI,Telarus,Level AI,2141,Residual,590,Product Detail,Vendor - Product Description,
Telarus-Lumen,Telarus,Lumen,2427,Residual,590,Product Detail,Vendor - Product Description,
Telarus-Nord Security,Telarus,Nord Security,2320,Residual,590,Product Detail,Vendor - Product Description,
Telarus-NTT Cloud Communications,Telarus,NTT Cloud Communications,2561,Residual,590,Product Detail,Vendor - Product Description,
Telarus-Sangoma,Telarus,Sangoma,2535,Residual,549,Description,Vendor - Product Description,
