"These are the fields that Telarus, our main distributor, uses to report by vendor.  We will need to create templates to match our fields to theirs.  We will display different field ""label names"" on these fields for our own understanding.",,,,,,,,
The fields in 7-10 are common fields that all templates will use.  ,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Template Map Name,Origin,CompanyName,templateId,commissionType,fieldId,Telarus CommonFields,New Commissable Field Label,
Telarus-Nitel,Telarus,Nitel,2240,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Nord Security,Telarus,Nord Security,2320,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Sharpen,Telarus,Sharpen,2465,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Simplicity VoIP,Telarus,Simplicity VoIP,2375,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,11,Account Postal Code,Shipping Zip,
Telarus-SteelDome Cyber,Telarus,SteelDome Cyber,1626,Residual,11,Account Postal Code,Shipping Zip,
"Telarus-Syringa Networks, LLC",Telarus,"Syringa Networks, LLC",2518,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Thryv,Telarus,Thryv,2251,Residual,11,Account Postal Code,Shipping Zip,
Telarus-UniVoIP,Telarus,UniVoIP,2469,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Viasat,Telarus,Viasat,2546,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Ecessa,Telarus,Ecessa,1814,Residual,150,Shipping/Handling & Taxes,Shipping/Handling & Taxes,
Telarus-DataBank,Telarus,DataBank,1873,Residual,550,SI Asset Number,SI Asset Number,
Telarus-Ntirety,Telarus,Ntirety,1818,Residual,607,SOF,SOF,
Telarus-RapidScale,Telarus,RapidScale,2446,Residual,321,Software Costs,Software Costs,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,536,SP Name,SP Name,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,335,SP Sales Code,SP Sales Code,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,335,SP Sales Code,SP Sales Code,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,335,SP Sales Code,SP Sales Code,
Telarus-Ntegrated,Telarus,Ntegrated,2567,Residual,585,Special Comp,Special Comp,
Telarus-Ntegrated,Telarus,Ntegrated,2568,NULL,585,Special Comp,Special Comp,
Telarus-Global Access Networks,Telarus,Global Access Networks,2417,Residual,569,Statement Date,Statement Date,
Telarus-Granite,Telarus,Granite,2415,Residual,569,Statement Date,Statement Date,
Telarus-Granite,Telarus,Granite,2416,Residual,569,Statement Date,Statement Date,
Telarus-Logix,Telarus,Logix,1614,Residual,569,Statement Date,Statement Date,
Telarus-Brightfin,Telarus,Brightfin,1742,Residual,258,Status,Status,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,258,Status,Status,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,258,Status,Status,
Telarus-Verizon Direct,Telarus,Verizon Direct,1588,NULL,258,Status,Status,
Telarus-Verizon Direct,Telarus,Verizon Direct,2204,Residual,258,Status,Status,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,258,Status,Status,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,258,Status,Status,
Telarus-AireSpring,Telarus,AireSpring,2366,Residual,138,Still Owes,Still Owes,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,138,Still Owes,Still Owes,
Telarus-AT&T,Telarus,AT&T,1996,Residual,468,Sub Account,Sub Account,
Telarus-Ntirety,Telarus,Ntirety,1818,Residual,468,Sub Account,Sub Account,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,461,Sub Agent Email,Sub Agent Email,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,461,Sub Agent Email,Sub Agent Email,
Telarus-1Wire Fiber,Telarus,1Wire Fiber,2545,Residual,346,Sub Agent,Subagent,
Telarus-Advantix,Telarus,Advantix,2492,Residual,346,Sub Agent,Subagent,
Telarus-Blue Stream Fiber,Telarus,Blue Stream Fiber,2476,Residual,346,Sub Agent,Subagent,
Telarus-CallTower,Telarus,CallTower,2444,Residual,346,Sub Agent,Subagent,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,346,Sub Agent,Subagent,
Telarus-Cisco,Telarus,Cisco,2578,Residual,346,Sub Agent,Subagent,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,346,Sub Agent,Subagent,
Telarus-Comm-Core,Telarus,Comm-Core,2566,Residual,346,Sub Agent,Subagent,
Telarus-Consolidated Communications,Telarus,Consolidated Communications,2542,Residual,346,Sub Agent,Subagent,
Telarus-Crexendo,Telarus,Crexendo,2593,Residual,346,Sub Agent,Subagent,
Telarus-DartPoints,Telarus,DartPoints,2464,Residual,346,Sub Agent,Subagent,
Telarus-Dialpad,Telarus,Dialpad,2489,Residual,346,Sub Agent,Subagent,
Telarus-Dialpad ANZ,Telarus,Dialpad ANZ,2486,Residual,346,Sub Agent,Subagent,
Telarus-Dialpad CAD,Telarus,Dialpad CAD,2487,Residual,346,Sub Agent,Subagent,
Telarus-Dialpad UK,Telarus,Dialpad UK,2488,Residual,346,Sub Agent,Subagent,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,346,Sub Agent,Subagent,
Telarus-Expereo,Telarus,Expereo,2571,Residual,346,Sub Agent,Subagent,
Telarus-Globalgig,Telarus,Globalgig,2520,Residual,346,Sub Agent,Subagent,
Telarus-Globalgig CAD,Telarus,Globalgig CAD,2516,Residual,346,Sub Agent,Subagent,
Telarus-Graphene Networks Inc.,Telarus,Graphene Networks Inc.,2219,Residual,346,Sub Agent,Subagent,
Telarus-GTT,Telarus,GTT,2448,Residual,346,Sub Agent,Subagent,
Telarus-GTT CAD,Telarus,GTT CAD,2447,Residual,346,Sub Agent,Subagent,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,346,Sub Agent,Subagent,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,346,Sub Agent,Subagent,
Telarus-Keystone Solutions,Telarus,Keystone Solutions,2382,Residual,346,Sub Agent,Subagent,
Telarus-Lightpath,Telarus,Lightpath,2580,Residual,346,Sub Agent,Subagent,
Telarus-Logically,Telarus,Logically,2591,Residual,346,Sub Agent,Subagent,
Telarus-Lunavi,Telarus,Lunavi,2562,Residual,346,Sub Agent,Subagent,
Telarus-Lux Speed,Telarus,Lux Speed,2592,Residual,459,Sub Agent Company,Subagent,
Telarus-MetTel,Telarus,MetTel,2533,Residual,346,Sub Agent,Subagent,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,346,Sub Agent,Subagent,
Telarus-Natural Wireless,Telarus,Natural Wireless,2376,Residual,346,Sub Agent,Subagent,
Telarus-Netrio,Telarus,Netrio,2575,Residual,346,Sub Agent,Subagent,
Telarus-Nord Security,Telarus,Nord Security,2320,Residual,346,Sub Agent,Subagent,
Telarus-Nord Security,Telarus,Nord Security,2320,Residual,460,Sub Agent Name,Subagent,
Telarus-Ntegrated,Telarus,Ntegrated,2568,NULL,346,Sub Agent,Subagent,
Telarus-Ntegrated,Telarus,Ntegrated,2567,Residual,582,Sub Partner,Subagent,
Telarus-Ntirety,Telarus,Ntirety,1818,Residual,346,Sub Agent,Subagent,
Telarus-Ooma,Telarus,Ooma,2528,Residual,459,Sub Agent Company,Subagent,
Telarus-Ooma CAD,Telarus,Ooma CAD,2547,Residual,459,Sub Agent Company,Subagent,
Telarus-Optimum Business,Telarus,Optimum Business,2497,Residual,346,Sub Agent,Subagent,
Telarus-Optimum Business,Telarus,Optimum Business,2500,Residual,346,Sub Agent,Subagent,
Telarus-Peerless Network Infobip,Telarus,Peerless Network Infobip,2531,Residual,346,Sub Agent,Subagent,
Telarus-Rise Broadband,Telarus,Rise Broadband,2508,Residual,346,Sub Agent,Subagent,
Telarus-RSI,Telarus,RSI,2438,Residual,346,Sub Agent,Subagent,
Telarus-Spectrotel,Telarus,Spectrotel,1863,Residual,346,Sub Agent,Subagent,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,459,Sub Agent Company,Subagent,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,460,Sub Agent Name,Subagent,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,459,Sub Agent Company,Subagent,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,460,Sub Agent Name,Subagent,
Telarus-SteelDome Cyber,Telarus,SteelDome Cyber,1626,Residual,346,Sub Agent,Subagent,
Telarus-TPx,Telarus,TPx,2529,Residual,460,Sub Agent Name,Subagent,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,346,Sub Agent,Subagent,
Telarus-Uniti Fiber,Telarus,Uniti Fiber,2350,Residual,346,Sub Agent,Subagent,
Telarus-Veracity (FirstDigital),Telarus,Veracity (FirstDigital),2510,Residual,346,Sub Agent,Subagent,
Telarus-vMOX,Telarus,vMOX,2470,Residual,346,Sub Agent,Subagent,
Telarus-Vonage,Telarus,Vonage,2563,Residual,346,Sub Agent,Subagent,
Telarus-Vonage CAD,Telarus,Vonage CAD,2550,Residual,346,Sub Agent,Subagent,
Telarus-Xcitium,Telarus,Xcitium,2586,Residual,346,Sub Agent,Subagent,
Telarus-Zayo,Telarus,Zayo,2440,Residual,346,Sub Agent,Subagent,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,346,Sub Agent,Subagent,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,346,Sub Agent,Subagent,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,577,Subscription,Subscription,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,577,Subscription,Subscription,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,577,Subscription,Subscription,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,578,Subscription Status,Subscription Status,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,578,Subscription Status,Subscription Status,
Telarus-Peerless Network Infobip,Telarus,Peerless Network Infobip,2531,Residual,555,Supplemental,Supplemental,
Telarus-Brightspeed,Telarus,Brightspeed,2430,Residual,213,Supplier Agent ID,Supplier Agent ID,
Telarus-InflowCX,Telarus,InflowCX,2380,Residual,213,Supplier Agent ID,Supplier Agent ID,
Telarus-Lumen,Telarus,Lumen,2427,Residual,213,Supplier Agent ID,Supplier Agent ID,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,213,Supplier Agent ID,Supplier Agent ID,
Telarus-Zayo,Telarus,Zayo,2404,Residual,213,Supplier Agent ID,Supplier Agent ID,
Telarus-TPx,Telarus,TPx,2529,Residual,193,Supplier Contact,Supplier Contact,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,40,Taxes,Taxes,
Telarus-NTT Cloud Communications,Telarus,NTT Cloud Communications,2561,Residual,40,Taxes,Taxes,
Telarus-Bigleaf,Telarus,Bigleaf,2397,Residual,37,Term,Term,
Telarus-Cisco,Telarus,Cisco,2578,Residual,37,Term,Term,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,37,Term,Term,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,37,Term,Term,
Telarus-Cox Communications,Telarus,Cox Communications,2570,Residual,37,Term,Term,
Telarus-DataBank,Telarus,DataBank,1873,Residual,37,Term,Term,
Telarus-Dialpad,Telarus,Dialpad,2489,Residual,37,Term,Term,
Telarus-Dialpad ANZ,Telarus,Dialpad ANZ,2486,Residual,37,Term,Term,
Telarus-Dialpad CAD,Telarus,Dialpad CAD,2487,Residual,37,Term,Term,
Telarus-Dialpad UK,Telarus,Dialpad UK,2488,Residual,37,Term,Term,
Telarus-Expereo,Telarus,Expereo,2571,Residual,37,Term,Term,
Telarus-Fusion Connect,Telarus,Fusion Connect,2536,Residual,37,Term,Term,
Telarus-GHA Technologies,Telarus,GHA Technologies,2544,Residual,37,Term,Term,
Telarus-GTT,Telarus,GTT,2448,Residual,37,Term,Term,
Telarus-GTT CAD,Telarus,GTT CAD,2447,Residual,37,Term,Term,
Telarus-GWI (Great Works Internet),Telarus,GWI (Great Works Internet),1801,Residual,37,Term,Term,
Telarus-Mosaic Networks,Telarus,Mosaic Networks,2463,Residual,37,Term,Term,
Telarus-Netrio,Telarus,Netrio,2575,Residual,37,Term,Term,
Telarus-Open Systems,Telarus,Open Systems,2342,Residual,37,Term,Term,
Telarus-Open Systems UK,Telarus,Open Systems UK,2343,Residual,37,Term,Term,
Telarus-Otava,Telarus,Otava,2363,Residual,37,Term,Term,
Telarus-RSI,Telarus,RSI,2438,Residual,37,Term,Term,
Telarus-Shaw / Rogers West,Telarus,Shaw / Rogers West,2016,Residual,37,Term,Term,
Telarus-Shaw CAD,Telarus,Shaw CAD,2253,Residual,37,Term,Term,
Telarus-Uniti Fiber,Telarus,Uniti Fiber,2350,Residual,37,Term,Term,
Telarus-vCom Solutions,Telarus,vCom Solutions,1600,Residual,37,Term,Term,
Telarus-WOW Business,Telarus,WOW Business,2210,Residual,37,Term,Term,
Telarus-Zayo,Telarus,Zayo,2440,Residual,37,Term,Term,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,37,Term,Term,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,37,Term,Term,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,579,Termination Date,Termination Date,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,579,Termination Date,Termination Date,
Telarus-BullsEye,Telarus,BullsEye,2235,Residual,385,Tier,Tier,
Telarus-RingCentral,Telarus,RingCentral,2115,Residual,385,Tier,Tier,
Telarus-RingCentral ANZ,Telarus,RingCentral ANZ,1644,Residual,385,Tier,Tier,
Telarus-RingCentral CAD,Telarus,RingCentral CAD,1559,Residual,385,Tier,Tier,
Telarus-Ringcentral EURO,Telarus,Ringcentral EURO,2564,Residual,385,Tier,Tier,
Telarus-RingCentral UK,Telarus,RingCentral UK,1638,Residual,385,Tier,Tier,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,261,Tin,Tin,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,270,Tin 2,Tin 2,
Telarus-G12 Communications,Telarus,G12 Communications,2378,Residual,373,TN,TN,
Telarus-ClearView,Telarus,ClearView,1673,Residual,381,Total Users,Total Users,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,92,Total Video Revenue,Total Video Revenue,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,96,Total Voice Revenue,Total Voice Revenue,
Telarus-Avaya,Telarus,Avaya,2560,Residual,523,Transaction Date,Transaction Date,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,523,Transaction Date,Transaction Date,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,523,Transaction Date,Transaction Date,
Telarus-Avaya UK,Telarus,Avaya UK,2456,Residual,523,Transaction Date,Transaction Date,
Telarus-Consolidated Communications,Telarus,Consolidated Communications,2542,Residual,523,Transaction Date,Transaction Date,
Telarus-NetCarrier,Telarus,NetCarrier,2507,Residual,523,Transaction Date,Transaction Date,
Telarus-Voce,Telarus,Voce,1714,Residual,523,Transaction Date,Transaction Date,
Telarus-Avaya,Telarus,Avaya,2560,Residual,520,Transaction Month,Transaction Month,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,520,Transaction Month,Transaction Month,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,520,Transaction Month,Transaction Month,
Telarus-Avaya UK,Telarus,Avaya UK,2456,Residual,520,Transaction Month,Transaction Month,
Telarus-RingCentral UK,Telarus,RingCentral UK,1638,Residual,520,Transaction Month,Transaction Month,
Telarus-Avaya,Telarus,Avaya,2560,Residual,311,Transaction Number,Transaction Number,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,311,Transaction Number,Transaction Number,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,311,Transaction Number,Transaction Number,
Telarus-Avaya UK,Telarus,Avaya UK,2456,Residual,311,Transaction Number,Transaction Number,
Telarus-Avaya,Telarus,Avaya,2560,Residual,323,Transaction Type,Transaction Type,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,323,Transaction Type,Transaction Type,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,323,Transaction Type,Transaction Type,
Telarus-Avaya UK,Telarus,Avaya UK,2456,Residual,323,Transaction Type,Transaction Type,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,323,Transaction Type,Transaction Type,
Telarus-Sangoma,Telarus,Sangoma,2505,Residual,323,Transaction Type,Transaction Type,
Telarus-G12 Communications,Telarus,G12 Communications,2378,Residual,176,Trigger Date,Trigger Date,
Telarus-Ooma,Telarus,Ooma,2528,Residual,176,Trigger Date,Trigger Date,
Telarus-Ooma CAD,Telarus,Ooma CAD,2547,Residual,176,Trigger Date,Trigger Date,
Telarus-Lightpath,Telarus,Lightpath,2580,Residual,438,Trueup Amount,Trueup Amount,
Telarus-0.465972222222222,Telarus,11:11,1700,Residual,561,Txn Currency,Txn Currency,
Telarus-0.465972222222222,Telarus,11:11,1962,Residual,561,Txn Currency,Txn Currency,
Telarus-11:11 ANZ,Telarus,11:11 ANZ,2312,Residual,561,Txn Currency,Txn Currency,
Telarus-11:11 CAD,Telarus,11:11 CAD,2014,Residual,561,Txn Currency,Txn Currency,
Telarus-11:11 UK,Telarus,11:11 UK,1903,Residual,561,Txn Currency,Txn Currency,
Telarus-RingCentral,Telarus,RingCentral,2115,Residual,185,User Id,User Id,
Telarus-RingCentral ANZ,Telarus,RingCentral ANZ,1644,Residual,185,User Id,User Id,
Telarus-RingCentral CAD,Telarus,RingCentral CAD,1559,Residual,185,User Id,User Id,
Telarus-Ringcentral EURO,Telarus,Ringcentral EURO,2564,Residual,185,User Id,User Id,
Telarus-RingCentral UK,Telarus,RingCentral UK,1638,Residual,185,User Id,User Id,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,49,USOC,USOC,
Telarus-CBTS,Telarus,CBTS,2483,Residual,49,USOC,USOC,
Telarus-Lingo,Telarus,Lingo,2230,Residual,49,USOC,USOC,
Telarus-Rise Broadband,Telarus,Rise Broadband,2508,Residual,356,VOIP Adjustment,VOIP Adjustment,
Telarus-Netrio,Telarus,Netrio,2575,Residual,386,WLP,WLP,
Telarus-AT&T,Telarus,AT&T,1996,Residual,55,WTN,WTN,
Telarus-MetTel,Telarus,MetTel,2533,Residual,55,WTN,WTN,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,55,WTN,WTN,
Telarus-G12 Communications,Telarus,G12 Communications,2378,Residual,207,Zone,Zone,
Telarus-365 Data Centers,Telarus,365 Data Centers,2449,Residual,158,Service Order,,
Telarus-ACC Business,Telarus,ACC Business,2364,Residual,15,Sales Id,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,119,HCA %,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,120,HCA Commission,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,118,HCA Usage,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,110,IA %,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,111,IA Commission,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,109,IA Usage,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,113,IAL %,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,114,IAL Commission,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,112,IAL Usage,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,107,IE %,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,108,IE Commission,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,106,IE Usage,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,122,IN %,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,123,IN Commission,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,121,IN Usage,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,116,IND %,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,117,IND Commission,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,115,IND Usage,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,128,LO %,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,129,LO Commission,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,127,LO Usage,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,136,Loop Commission,,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,135,Port Commission,,
Telarus-Arelion,Telarus,Arelion,1746,Residual,587,Non Converted comm,,
Telarus-Avaya,Telarus,Avaya,2560,Residual,15,Sales Id,,
Telarus-Avaya,Telarus,Avaya,2560,Residual,507,Seats,,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,15,Sales Id,,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,507,Seats,,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,15,Sales Id,,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,507,Seats,,
